anon,comment,commenthidden,lang,minor,parentid,revid,roles,size,suppressed,tags,timestamp,title,user,userhidden
,Equipment losses not being included,,en,,619253093,619253193,main,87111,,,2014-07-31 07:22:48,2014 Israel–Gaza conflict,EkoGraf,
,,,en,,619252254,619253093,main,87483,,,2014-07-31 07:21:46,2014 Israel–Gaza conflict,EkoGraf,
,[[WP:CHECKWIKI]] error fixes using [[Project:AWB|AWB]] (10331),,en,,619248250,619252254,main,88004,,,2014-07-31 07:13:58,2014 Israel–Gaza conflict,Yobot,
,,,en,,619234808,619248250,main,87981,,,2014-07-31 06:29:12,2014 Israel–Gaza conflict,EkoGraf,
,,,en,,619234668,619234808,main,87890,,,2014-07-31 03:50:32,2014 Israel–Gaza conflict,Verman1,
,,,en,,619234460,619234668,main,87891,,,2014-07-31 03:48:52,2014 Israel–Gaza conflict,Verman1,
,Undid revision 619233629 by [[Special:Contributions/GabrielF|GabrielF]] ([[User talk:GabrielF|talk]]) It is impossible to confirm either Israeli or Hamas casualties using third-party sources,,en,,619234197,619234460,main,87745,,,2014-07-31 03:46:20,2014 Israel–Gaza conflict,Verman1,
,"swap IDF and hamas in the infobox - note that the bolded titles refer to the group making the claim, not the group suffering casualties. This may be confusing to readers and we should discuss a change",,en,,619233629,619234197,main,87518,,,2014-07-31 03:42:54,2014 Israel–Gaza conflict,GabrielF,
,Reverted [[WP:AGF|good faith]] edits by [[Special:Contributions/Verman1|Verman1]] ([[User talk:Verman1|talk]]): This should probably not be listed in the infobox until confirmed by third-party sources. ([[WP:TW|TW]]),,en,,619233047,619233629,main,87544,,,2014-07-31 03:36:39,2014 Israel–Gaza conflict,GabrielF,
,,,en,,619232549,619233047,main,87771,,,2014-07-31 03:29:27,2014 Israel–Gaza conflict,Verman1,
,"Hamas was listed under Israel, while IDF was vice-versa.",,en,,619231904,619232549,main,87544,,,2014-07-31 03:23:01,2014 Israel–Gaza conflict,MilitaryNut,
,"/* Bombing of UNRWA schools/shelters */ - added dash between UNRWA and ""run""",,en,,619231725,619231904,main,87544,,,2014-07-31 03:15:12,2014 Israel–Gaza conflict,Mestesugarul,
,"/* United Nations */ - minor copy edit: ""which blew up"" to ""which then exploded"" and ""killing"" to ""killed""",,en,,619231331,619231725,main,87544,,,2014-07-31 03:13:13,2014 Israel–Gaza conflict,Mestesugarul,
,/* Rocket attacks on Israeli civilians */ - added editorial question in HTML comment.,,en,,619231042,619231331,main,87536,,,2014-07-31 03:08:42,2014 Israel–Gaza conflict,Mestesugarul,
,/* Protests in the U.S. */ Foreign protests belong in the reactions article,,en,,619229457,619231042,main,87438,,,2014-07-31 03:05:40,2014 Israel–Gaza conflict,FutureTrillionaire,
,,,en,,619228324,619229457,main,88143,,,2014-07-31 02:48:31,2014 Israel–Gaza conflict,AntanO,
,Corrected edit,,en,,619228238,619228324,main,88144,,,2014-07-31 02:36:19,2014 Israel–Gaza conflict,Ashkljma,
,"IDF might be its technical name but has non-neutral connotations; quotatined ""protective edge""",,en,,619226351,619228238,main,88144,,,2014-07-31 02:35:14,2014 Israel–Gaza conflict,Ashkljma,
,/* United Nations */,,en,,619225991,619226351,main,88111,,,2014-07-31 02:15:12,2014 Israel–Gaza conflict,AntanO,
,,,en,,619225766,619225991,main,88113,,,2014-07-31 02:11:48,2014 Israel–Gaza conflict,AntanO,
,/* Protests in the U.S. */,,en,,619225636,619225766,main,88118,,,2014-07-31 02:09:26,2014 Israel–Gaza conflict,AntanO,
,/* United Nations */,,en,,619225461,619225636,main,88117,,,2014-07-31 02:08:11,2014 Israel–Gaza conflict,AntanO,
,/* Civilian deaths */,,en,,619225145,619225461,main,88125,,,2014-07-31 02:06:23,2014 Israel–Gaza conflict,AntanO,
,[[tools:~dispenser/view/Reflinks|Reflinks]]: Converting bare references,,en,,619220681,619225145,main,88124,,,2014-07-31 02:03:01,2014 Israel–Gaza conflict,AntanO,
,Undid revision 619220506 by [[Special:Contributions/TL565|TL565]] ([[User talk:TL565|talk]]) Units part of the IDF,,en,,619220605,619220681,main,87880,,,2014-07-31 01:22:51,2014 Israel–Gaza conflict,Supersaiyen312,
,/* United Nations */,,en,,619220506,619220605,main,87811,,,2014-07-31 01:22:01,2014 Israel–Gaza conflict,Renamed user Sloane,
,Undid revision 619219497 by [[Special:Contributions/Supersaiyen312|Supersaiyen312]] ([[User talk:Supersaiyen312|talk]]) not just IDF,,en,,619220467,619220506,main,87283,,,2014-07-31 01:21:05,2014 Israel–Gaza conflict,TL565,
,Undid revision 619220271 by [[Special:Contributions/TL565|TL565]] ([[User talk:TL565|talk]]) Units involved,,en,,619220271,619220467,main,87352,,,2014-07-31 01:20:39,2014 Israel–Gaza conflict,Supersaiyen312,
,Undid revision 619219497 by [[Special:Contributions/Supersaiyen312|Supersaiyen312]] ([[User talk:Supersaiyen312|talk]]) All of,,en,,619219497,619220271,main,87283,,,2014-07-31 01:18:43,2014 Israel–Gaza conflict,TL565,
,,,en,,619216795,619219497,main,87352,,,2014-07-31 01:10:48,2014 Israel–Gaza conflict,Supersaiyen312,
,"/* Background */ person who inserted template refers to section 74 on talk page pertaining to a graph... this section doesn't include a graph, don't know what they are indicating by using this template, will remove if it doesn't become clear.",,en,,619213435,619216795,main,87283,,,2014-07-31 00:47:43,2014 Israel–Gaza conflict,Jab843,
,/* Bombing of UNRWA schools/shelters */,,en,,619213117,619213435,main,87212,,,2014-07-31 00:16:48,2014 Israel–Gaza conflict,Gire 3pich2005,
,,,en,,619201327,619213117,main,87168,,,2014-07-31 00:14:02,2014 Israel–Gaza conflict,TL565,
,/* Civilian deaths */ punctuation,,en,,619201007,619201327,main,87183,,,2014-07-30 22:20:07,2014 Israel–Gaza conflict,EyeTruth,
,/* Protests in Israel and the West Bank */  punctuation,,en,,619200909,619201007,main,87182,,,2014-07-30 22:17:19,2014 Israel–Gaza conflict,EyeTruth,
,/* Warnings by Israel */ Rearranged to put all claims of Hamas together,,en,,619198694,619200909,main,87182,,,2014-07-30 22:16:18,2014 Israel–Gaza conflict,Kingsindian,
,Dating maintenance tags: {{POV-section}} {{Cn}},,en,,619196020,619198694,main,87212,,,2014-07-30 21:55:21,2014 Israel–Gaza conflict,AnomieBOT,
,/* Operation timeline */ Neutrality.,,en,,619194407,619196020,main,87167,,,2014-07-30 21:35:07,2014 Israel–Gaza conflict,Somedifferentstuff,
,/* Impact */ Layout.,,en,,619194089,619194407,main,87168,,,2014-07-30 21:24:14,2014 Israel–Gaza conflict,Somedifferentstuff,
,/* Operation timeline */ Ce. Added wikilink.,,en,,619193922,619194089,main,87169,,,2014-07-30 21:22:14,2014 Israel–Gaza conflict,Somedifferentstuff,
,/* top */,,en,,619193724,619193922,main,87031,,,2014-07-30 21:21:06,2014 Israel–Gaza conflict,FutureTrillionaire,
,"Per [[WP:NPOV]], both sides need to be represented in this section.",,en,,619193024,619193724,main,87027,,,2014-07-30 21:19:39,2014 Israel–Gaza conflict,Somedifferentstuff,
,/* Warnings by Israel */ add info from source.,,en,,619192847,619193024,main,87029,,,2014-07-30 21:14:46,2014 Israel–Gaza conflict,PraetorianFury,
,Reverted 1 edit by [[Special:Contributions/Somedifferentstuff|Somedifferentstuff]] ([[User talk:Somedifferentstuff|talk]]): Unclear what makes this [[WP:UNDUE]]. ([[WP:TW|TW]]),,en,,619191536,619192847,main,86900,,,2014-07-30 21:13:34,2014 Israel–Gaza conflict,Plot Spoiler,
,/* Operation timeline */ Undue weight.,,en,,619190200,619191536,main,86720,,,2014-07-30 21:03:48,2014 Israel–Gaza conflict,Somedifferentstuff,
,/* Palestinian */  WP:Weasel,,en,,619187598,619190200,main,86900,,,2014-07-30 20:53:35,2014 Israel–Gaza conflict,Strygalldwir,
,"Undid revision 619182009 by [[Special:Contributions/Somedifferentstuff|Somedifferentstuff]] ([[User talk:Somedifferentstuff|talk]]) See talk page, end of sec. 74. The issue is not resolved.",,en,,619187023,619187598,main,86905,,,2014-07-30 20:31:34,2014 Israel–Gaza conflict,Spud770,
,rem pov - attempt at suggesting this is an alternative article title,,en,,619186308,619187023,main,86889,,,2014-07-30 20:26:45,2014 Israel–Gaza conflict,Sarah777,
,"/* Background */ Ce. ""perpetrators""",,en,,619185829,619186308,main,86893,,,2014-07-30 20:20:47,2014 Israel–Gaza conflict,Somedifferentstuff,
,/* Protests in Israel and the West Bank */,,en,,619185527,619185829,main,86889,,,2014-07-30 20:16:59,2014 Israel–Gaza conflict,Matthewfisher09,
,/* Background */ Ce. This is a legal term and there hasn't been a trial.,,en,,619183222,619185527,main,86185,,,2014-07-30 20:14:48,2014 Israel–Gaza conflict,Somedifferentstuff,
,/* Background */ Added wikilink.,,en,,619182455,619183222,main,86195,,,2014-07-30 19:55:37,2014 Israel–Gaza conflict,Somedifferentstuff,
,/* Background */ Official name.,,en,,619182411,619182455,main,86191,,,2014-07-30 19:49:34,2014 Israel–Gaza conflict,Somedifferentstuff,
,heart attack wasn't in casualty figure,,en,,619182123,619182411,main,86179,,,2014-07-30 19:49:11,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* United Nations */,,en,,619182009,619182123,main,86179,,,2014-07-30 19:46:42,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* Background */ Removed tag. Editor needs to start section on talk explaining what he finds problematic.,,en,,619181893,619182009,main,86223,,,2014-07-30 19:45:48,2014 Israel–Gaza conflict,Somedifferentstuff,
,merged with UN section,,en,,619181683,619181893,main,86239,,,2014-07-30 19:44:52,2014 Israel–Gaza conflict,Renamed user Sloane,
,See talk page discussion.,,en,,619181393,619181683,main,86347,,,2014-07-30 19:43:07,2014 Israel–Gaza conflict,Somedifferentstuff,
,Undid revision 619179790 by [[Special:Contributions/Johorean Boy|Johorean Boy]] ([[User talk:Johorean Boy|talk]]) Unjustified removal of a whole section.,,en,,619180371,619181393,main,86467,,,2014-07-30 19:40:37,2014 Israel–Gaza conflict,Kingsindian,
,/* ==Military use of UNRWA facilities by Hamas */ ce,,en,,619180288,619180371,main,84237,,,2014-07-30 19:31:50,2014 Israel–Gaza conflict,Amitrochates,
,Issues raised on the Talk page have not been resolved,,en,,619179909,619180288,main,84239,,,2014-07-30 19:30:58,2014 Israel–Gaza conflict,Spud770,
,/* Violations of international humanitarian law */,,en,,619179790,619179909,main,84223,,,2014-07-30 19:27:58,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* ==Military use of UNRWA facilities by Hamas */ unreliable source and no evidence..,,en,,619179778,619179790,main,84224,,"mobile app edit,mobile edit",2014-07-30 19:26:58,2014 Israel–Gaza conflict,Johorean Boy,
,/* Violations of international humanitarian law */ added united nations comments and response,,en,,619179241,619179778,main,86454,,,2014-07-30 19:26:52,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* Background */ Layout.,,en,,619178975,619179241,main,85498,,,2014-07-30 19:22:04,2014 Israel–Gaza conflict,Somedifferentstuff,
,/* Media coverage */,,en,,619178864,619178975,main,85497,,,2014-07-30 19:19:54,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* Background */ Ce.,,en,,619178814,619178864,main,85491,,,2014-07-30 19:19:03,2014 Israel–Gaza conflict,Somedifferentstuff,
,/* Violations of international humanitarian law */ Typo and wikification,,en,,619178564,619178814,main,85494,,,2014-07-30 19:18:41,2014 Israel–Gaza conflict,Kingsindian,
,"/* Civilian deaths */ merged Hamas denials, shifted around some spacing",,en,,619178134,619178564,main,85396,,,2014-07-30 19:16:34,2014 Israel–Gaza conflict,Renamed user Sloane,
,Death toll has already passed Gaza War death total,,en,,619177975,619178134,main,85421,,,2014-07-30 19:13:16,2014 Israel–Gaza conflict,Fruitloop11,
,Death toll has already passed Gaza War death total,,en,,619177934,619177975,main,85393,,,2014-07-30 19:11:53,2014 Israel–Gaza conflict,Fruitloop11,
,/* Civilian deaths */,,en,,619177882,619177934,main,85421,,,2014-07-30 19:11:34,2014 Israel–Gaza conflict,CoffeeWithMarkets,
,/* United Nations */,,en,,619177424,619177882,main,85401,,,2014-07-30 19:11:04,2014 Israel–Gaza conflict,ShulMaven,
,/* Civilian deaths */ amnesty international,,en,,619177275,619177424,main,84493,,,2014-07-30 19:07:17,2014 Israel–Gaza conflict,Renamed user Sloane,
,This blog doesn't seem to be a reliable source.,,en,,619177136,619177275,main,83979,,,2014-07-30 19:06:08,2014 Israel–Gaza conflict,CoffeeWithMarkets,
,/* United Nations */ Fixed reference. Please be gentle in removing statements like this. It is hardly a secret that Israel alleged that UNRWA gave rockets to Hamas. A simple google search would have sufficed to fix it.,,en,,619176573,619177136,main,84198,,,2014-07-30 19:04:57,2014 Israel–Gaza conflict,Kingsindian,
,/* Palestinian */,,en,,619176375,619176573,main,83740,,,2014-07-30 19:00:20,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* Palestinian */ can someone provide an actual citation for this?,,en,,619176072,619176375,main,83740,,,2014-07-30 18:58:51,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* Palestinian */,,en,,619175633,619176072,main,83734,,,2014-07-30 18:56:31,2014 Israel–Gaza conflict,CoffeeWithMarkets,
,,,en,,619175382,619175633,main,83519,,,2014-07-30 18:52:48,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* Violations of international humanitarian law */,,en,,619175181,619175382,main,83459,,,2014-07-30 18:50:39,2014 Israel–Gaza conflict,Knightmare72589,
,"these are little more than rumors at this point, one mention is already probably too much",,en,,619174939,619175181,main,83304,,,2014-07-30 18:49:00,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* Palestinian */,,en,,619174581,619174939,main,83790,,,2014-07-30 18:46:53,2014 Israel–Gaza conflict,CoffeeWithMarkets,
,/* Background */,,en,,619174376,619174581,main,83595,,,2014-07-30 18:43:49,2014 Israel–Gaza conflict,Somedifferentstuff,
,/* Background */ Fixed formatting.,,en,,619173837,619174376,main,83594,,,2014-07-30 18:42:10,2014 Israel–Gaza conflict,Somedifferentstuff,
,/* Background */ Added wikilink.,,en,,619173818,619173837,main,83595,,,2014-07-30 18:37:43,2014 Israel–Gaza conflict,Somedifferentstuff,
,,,en,,619173542,619173818,main,83570,,,2014-07-30 18:37:31,2014 Israel–Gaza conflict,CoffeeWithMarkets,
,/* Palestinian */,,en,,619173352,619173542,main,83676,,,2014-07-30 18:35:15,2014 Israel–Gaza conflict,CoffeeWithMarkets,
,/* United Nations */ this isn't actually in the article + added old reference,,en,,619173005,619173352,main,83220,,,2014-07-30 18:33:47,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* Background */ Undue weight.,,en,,619172838,619173005,main,83016,,,2014-07-30 18:31:02,2014 Israel–Gaza conflict,Somedifferentstuff,
,/* Background */ Cleanup.,,en,,619172644,619172838,main,83167,,,2014-07-30 18:29:38,2014 Israel–Gaza conflict,Somedifferentstuff,
,/* Civilian deaths */,,en,,619172454,619172644,main,83336,,,2014-07-30 18:27:54,2014 Israel–Gaza conflict,CoffeeWithMarkets,
,Moved down. This doesn't carry enough weight to lead the body.,,en,,619172190,619172454,main,83196,,,2014-07-30 18:26:20,2014 Israel–Gaza conflict,Somedifferentstuff,
,,,en,,619171611,619172190,main,83196,,,2014-07-30 18:24:24,2014 Israel–Gaza conflict,Knightmare72589,
,/* Protests in Israel and the West Bank */,,en,,619171498,619171611,main,82997,,,2014-07-30 18:19:45,2014 Israel–Gaza conflict,Knightmare72589,
,/* Civilian deaths */,,en,,619169608,619171498,main,82726,,,2014-07-30 18:18:54,2014 Israel–Gaza conflict,CoffeeWithMarkets,
,44% no-go zone nytimes added,,en,,619165547,619169608,main,82515,,,2014-07-30 18:04:56,2014 Israel–Gaza conflict,Sayerslle,
,update IDF casualties,,en,,619156918,619165547,main,82312,,,2014-07-30 17:33:57,2014 Israel–Gaza conflict,Renamed user Sloane,
,Update of PCHR and Meir Amit figures,,en,,619156140,619156918,main,82247,,,2014-07-30 16:23:13,2014 Israel–Gaza conflict,EkoGraf,
,"The overview by claim is better and more presentable this way. Also, you reverted the Gaza ministry figure and the IDF soldiers figure to old ones (out-dated). And oyu also broke a few refs. Fixing. And its better to avoide the use of the word ''claim''",,en,,619155620,619156140,main,82244,,,2014-07-30 16:18:11,2014 Israel–Gaza conflict,EkoGraf,
,Put all the alleged human rights violations and their responses in one place. I will shortly edit the talk page on my updates,,en,,619154342,619155620,main,82303,,,2014-07-30 16:14:09,2014 Israel–Gaza conflict,Kingsindian,
,,,en,,619154119,619154342,main,82223,,,2014-07-30 16:05:25,2014 Israel–Gaza conflict,Renamed user Sloane,
,,,en,,619153548,619154119,main,82229,,,2014-07-30 16:03:26,2014 Israel–Gaza conflict,Renamed user Sloane,
,"whoops, fucked up",,en,,619152915,619153548,main,82077,,,2014-07-30 15:59:16,2014 Israel–Gaza conflict,Renamed user Sloane,
,reorganized casualties infobox similar to [[2006 Lebanon War]] article,,en,,619151282,619152915,main,82042,,,2014-07-30 15:55:18,2014 Israel–Gaza conflict,Renamed user Sloane,
,,,en,,619150885,619151282,main,81504,,,2014-07-30 15:42:54,2014 Israel–Gaza conflict,Miss Ivana Humpalot,
,,,en,,619149660,619150885,main,81571,,,2014-07-30 15:39:57,2014 Israel–Gaza conflict,Miss Ivana Humpalot,
,,,en,,619149112,619149660,main,82135,,,2014-07-30 15:31:23,2014 Israel–Gaza conflict,DL3222,
,,,en,,619144188,619149112,main,82118,,,2014-07-30 15:27:35,2014 Israel–Gaza conflict,Renamed user Sloane,
,,,en,,619142943,619144188,main,81736,,,2014-07-30 14:50:00,2014 Israel–Gaza conflict,Verman1,
,,,en,,619138554,619142943,main,81553,,,2014-07-30 14:39:42,2014 Israel–Gaza conflict,Miss Ivana Humpalot,
,,,en,,619138376,619138554,main,81978,,,2014-07-30 14:08:28,2014 Israel–Gaza conflict,Miss Ivana Humpalot,
,OCHA updates,,en,,619137349,619138376,main,81935,,,2014-07-30 14:07:06,2014 Israel–Gaza conflict,Renamed user Sloane,
,,,en,,619137012,619137349,main,81377,,,2014-07-30 13:58:35,2014 Israel–Gaza conflict,Miss Ivana Humpalot,
,,,en,,619136756,619137012,main,81413,,,2014-07-30 13:55:42,2014 Israel–Gaza conflict,Renamed user Sloane,
,some reformatting and better citation,,en,,619134651,619136756,main,81413,,,2014-07-30 13:53:26,2014 Israel–Gaza conflict,Renamed user Sloane,
,merged the paragraphs talking about rockets,,en,,619133707,619134651,main,80932,,,2014-07-30 13:34:49,2014 Israel–Gaza conflict,Renamed user Sloane,
,OCHA updates,,en,,619133060,619133707,main,81260,,,2014-07-30 13:26:39,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* Palestinian */ UNRWA press release,,en,,619132730,619133060,main,81207,,,2014-07-30 13:20:36,2014 Israel–Gaza conflict,Alaexis,
,/* Palestinian */ Amnesty International on the topic,,en,,619132134,619132730,main,80931,,,2014-07-30 13:17:11,2014 Israel–Gaza conflict,Alaexis,
,"/* Hamas */ I think we'd best keep this section limited to clear statements from organizations and individuals (preferably neutral parties), than just give a summation of a couple of media opinion pieces",,en,,619131452,619132134,main,80554,,,2014-07-30 13:11:36,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* Palestinian */ seems like a non-sequitur in this paragraph about casualties?,,en,,619130654,619131452,main,81734,,,2014-07-30 13:05:31,2014 Israel–Gaza conflict,Renamed user Sloane,
,Lead sentence to first section is more relevant to second section,,en,,619130520,619130654,main,81966,,"mobile edit,mobile web edit",2014-07-30 12:57:28,2014 Israel–Gaza conflict,I.am.a.qwerty,
,Undid revision 619129147 by [[Special:Contributions/Gever tov|Gever tov]] ([[User talk:Gever tov|talk]]) please try to reach consensus before adding this information again,,en,,619129147,619130520,main,81968,,,2014-07-30 12:55:56,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* Background */,,en,,619128703,619129147,main,82708,,,2014-07-30 12:42:13,2014 Israel–Gaza conflict,Gever tov,
,/* Palestinian */,,en,,619127600,619128703,main,81968,,,2014-07-30 12:37:32,2014 Israel–Gaza conflict,Kingsindian,
,,,en,,619126423,619127600,main,82252,,,2014-07-30 12:26:02,2014 Israel–Gaza conflict,EkoGraf,
,/* Palestinian */ restore and move,,en,,619122173,619126423,main,82005,,,2014-07-30 12:14:49,2014 Israel–Gaza conflict,Sean.hoyland,
,/* Israeli */  removed statements that are unrelated to the section,,en,,619121959,619122173,main,81400,,,2014-07-30 11:33:33,2014 Israel–Gaza conflict,WarKosign,
,/* Israeli */  fixed hamas' claims of IDF casualties so it does not sound like a direct quite from their propaganda.,,en,,619120496,619121959,main,82005,,,2014-07-30 11:31:28,2014 Israel–Gaza conflict,WarKosign,
,/* Casualties and losses */,,en,,619117633,619120496,main,82238,,,2014-07-30 11:19:23,2014 Israel–Gaza conflict,WarKosign,
,Added wikilinks.,,en,,619117108,619117633,main,81722,,,2014-07-30 10:51:06,2014 Israel–Gaza conflict,Somedifferentstuff,
,Clarified. See LA Times source.,,en,,619116442,619117108,main,81714,,,2014-07-30 10:45:44,2014 Israel–Gaza conflict,Somedifferentstuff,
,None of the sources mention clashes.,,en,,619114615,619116442,main,81632,,,2014-07-30 10:39:17,2014 Israel–Gaza conflict,Somedifferentstuff,
,"Rescuing orphaned refs (""symbols"" from rev 619093824)",,en,,619099829,619114615,main,81643,,,2014-07-30 10:19:56,2014 Israel–Gaza conflict,AnomieBOT,
,Changed Palestinian death toll,,en,,619093824,619099829,main,81400,,,2014-07-30 08:18:15,2014 Israel–Gaza conflict,TripleCCC1000,
,/* Media coverage */,,en,,619093701,619093824,main,81593,,,2014-07-30 07:26:39,2014 Israel–Gaza conflict,Moomima,
,/* Media coverage */ added note on Hamas threat of retaliation against Gaza reporters,,en,,619070404,619093701,main,81591,,,2014-07-30 07:25:43,2014 Israel–Gaza conflict,Moomima,
,/* Reactions */  (edited with [[User:ProveIt_GT|ProveIt]]),,en,,619070076,619070404,main,81261,,,2014-07-30 03:29:28,2014 Israel–Gaza conflict,AntanO,
,/* Reactions */,,en,,619066023,619070076,main,80863,,,2014-07-30 03:26:37,2014 Israel–Gaza conflict,AntanO,
,Thai > Thai people,,en,,619065621,619066023,main,80792,,,2014-07-30 02:38:47,2014 Israel–Gaza conflict,AntanO,
,on infobox and not related to background,,en,,619065284,619065621,main,80786,,,2014-07-30 02:34:59,2014 Israel–Gaza conflict,AntanO,
,,,en,,619064847,619065284,main,80840,,,2014-07-30 02:31:33,2014 Israel–Gaza conflict,AntanO,
,/* Reactions */,,en,,619061425,619064847,main,80862,,,2014-07-30 02:27:06,2014 Israel–Gaza conflict,AntanO,
,,,en,,619061042,619061425,main,80664,,,2014-07-30 01:53:41,2014 Israel–Gaza conflict,AntanO,
,[[tools:~dispenser/view/Reflinks|Reflinks]]: Converting bare references,,en,,619057700,619061042,main,80656,,,2014-07-30 01:50:07,2014 Israel–Gaza conflict,AntanO,
,/* Operation timeline */,,en,,619057353,619057700,main,80847,,,2014-07-30 01:18:08,2014 Israel–Gaza conflict,EkoGraf,
,,,en,,619056258,619057353,main,80847,,,2014-07-30 01:14:01,2014 Israel–Gaza conflict,EkoGraf,
,,,en,,619045904,619056258,main,81227,,,2014-07-30 01:01:48,2014 Israel–Gaza conflict,EkoGraf,
,"The star article does not dispute that Hamas committed war crimes. The sentence ""some media out dispute.."" cannot be placed in this section",,en,,619037369,619045904,main,81208,,"mobile edit,mobile web edit",2014-07-29 23:25:11,2014 Israel–Gaza conflict,I.am.a.qwerty,
,redundancy,,en,,619036069,619037369,main,81593,,,2014-07-29 22:04:40,2014 Israel–Gaza conflict,Usuwiki,
,/* Israeli */ Khaled Mashaal's claim contradicts RS's and should not be implied to be true,,en,,619032656,619036069,main,81608,,,2014-07-29 21:54:32,2014 Israel–Gaza conflict,Ypnypn,
,"Rescuing orphaned refs (""hits1088"" from rev 619019247)",,en,,619030392,619032656,main,81607,,,2014-07-29 21:29:11,2014 Israel–Gaza conflict,AnomieBOT,
,,,en,,619030222,619030392,main,81389,,,2014-07-29 21:12:30,2014 Israel–Gaza conflict,EkoGraf,
,Undid revision 619029865 by [[Special:Contributions/Sayerslle|Sayerslle]] ([[User talk:Sayerslle|talk]])self revert - got that abit garbled,,en,,619029865,619030222,main,81203,,,2014-07-29 21:10:58,2014 Israel–Gaza conflict,Sayerslle,
,civilians 'human weapons' characterisation - channel 4,,en,,619029788,619029865,main,81521,,,2014-07-29 21:08:02,2014 Israel–Gaza conflict,Sayerslle,
,Unexplained removal of sourced content needed to keep a neutral balance,,en,,619029576,619029788,main,81203,,,2014-07-29 21:07:25,2014 Israel–Gaza conflict,EkoGraf,
,,,en,,619029135,619029576,main,80639,,,2014-07-29 21:05:51,2014 Israel–Gaza conflict,EkoGraf,
,,,en,,619028970,619029135,main,80592,,,2014-07-29 21:02:24,2014 Israel–Gaza conflict,EkoGraf,
,"obviously, it's an essential information for the conflict background",,en,,619027998,619028970,main,80674,,,2014-07-29 21:01:10,2014 Israel–Gaza conflict,BlueHorizon,
,"the ref says a vacant UN school, not 2 UN schools",,en,,619027280,619027998,main,80623,,,2014-07-29 20:54:11,2014 Israel–Gaza conflict,Sayerslle,
,/* Background */ once again with the undue weight,,en,,619025166,619027280,main,80619,,,2014-07-29 20:48:28,2014 Israel–Gaza conflict,Hires an editor,
,,,en,,619019247,619025166,main,80670,,,2014-07-29 20:31:59,2014 Israel–Gaza conflict,Miss Ivana Humpalot,
,/* Israeli */,,en,,619016363,619019247,main,81326,,,2014-07-29 19:45:48,2014 Israel–Gaza conflict,Johorean Boy,
,"/* Protests in Israel and the West Bank */Cleanup/[[WP:AWB/T|Typo fixing]], [[WP:AWB/T|typo(s) fixed]]: israeli → Israeli using [[Project:AWB|AWB]]",,en,,619013043,619016363,main,80635,,,2014-07-29 19:23:02,2014 Israel–Gaza conflict,Mogism,
,rv Gever tov -  [[WP:V]]+[[WP:OR]]=mandatory policy + there is clearly no consensus+see [[Wikipedia:Reliable_sources/Noticeboard#2014_Israel.E2.80.93Gaza_conflict]]. +please respond at [[User_talk:Gever_tov]] or participate on this talk page,,en,,619010481,619013043,main,80635,,,2014-07-29 18:56:59,2014 Israel–Gaza conflict,Sean.hoyland,
,cleaned up of links,,en,,619009742,619010481,main,81649,,,2014-07-29 18:37:53,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* Violations of the truce reached in 2012 */,,en,,619009107,619009742,main,81757,,,2014-07-29 18:32:16,2014 Israel–Gaza conflict,Gever tov,
,"indicated that Al Qassam Brigades has 10,000 members",,en,,619007641,619009107,main,80743,,,2014-07-29 18:27:40,2014 Israel–Gaza conflict,David O. Johnson,
,/* Operation timeline */ reference info before this timeline,,en,,619006123,619007641,main,80722,,,2014-07-29 18:16:07,2014 Israel–Gaza conflict,Obankston,
,source,,en,,619005493,619006123,main,80656,,,2014-07-29 18:05:12,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* Reactions */,,en,,619004029,619005493,main,80468,,,2014-07-29 18:00:51,2014 Israel–Gaza conflict,דן234,
,"Rescuing orphaned refs (""autogenerated2"" from rev 618985118)",,en,,619001806,619004029,main,80356,,,2014-07-29 17:50:52,2014 Israel–Gaza conflict,AnomieBOT,
,"removed original research based on biased source, please see [[WP:OR]] and [[WP:NPOV]]",,en,,618995726,619001806,main,80148,,,2014-07-29 17:35:25,2014 Israel–Gaza conflict,Renamed user Sloane,
,/* Violations of the truce reached in 2012 */,,en,,618991257,618995726,main,80665,,,2014-07-29 16:46:44,2014 Israel–Gaza conflict,Gever tov,
,/* Violations of the truce reached in 2012 */,,en,,618990665,618991257,main,80285,,,2014-07-29 16:12:57,2014 Israel–Gaza conflict,Gever tov,
,/* Background */,,en,,618989340,618990665,main,80893,,,2014-07-29 16:08:43,2014 Israel–Gaza conflict,Gever tov,
,,,en,,618988227,618989340,main,80148,,,2014-07-29 15:58:56,2014 Israel–Gaza conflict,Renamed user Sloane,
