lang,link
en,http://www.israelnationalnews.com/News/News.aspx/149498#.TrhgmnF4Vow
en,http://www.israelnationalnews.com/News/News.aspx/230953
en,http://www.jcpa.org/article/hamas-israel-confrontation-legal-points
en,http://www.jewishexponent.com/headlines/2014/07/rocket-seriously-injures-israeli-teen-in-ashkelon-dual-citizens-leave-gaza
en,http://www.jewishjournal.com/articles/item/the_fury_and_boredom_of_war_battlefield_stories_of_courage_fear_and_frustra
en,http://www.jewishpress.com/news/breaking-news/rocket-sirens-in-tel-aviv-and-ben-gurion-airport/2014/07/13
en,http://www.jewishpress.com/news/breaking-news/fatah-hamas-preparing-groundwork-to-dissolve-palestinian-authority-unity-govt/2014/09/07
en,http://www.jewishpress.com/news/breaking-news/electricity-knocked-out-in-gaza-thanks-to-hamas/2014/07/13
en,http://www.jewishpress.com/news/idf-kills-three-terrorists-immediately-after-mortar-shell-attack/2014/03/11
en,http://www.jewishpress.com/news/us-news/netanyahu-obama-warned-me-against-sending-troops-into-gaza/2017/04/20
en,http://www.jewishvirtuallibrary.org/operation-protective-edge
en,http://www.jewishvirtuallibrary.org/the-quot-sharon-plan-quot-gaza-disengagement
en,http://www.jpost.com/Arab-Israeli-Conflict/Hamas-executes-3-Palestinians-suspected-of-collaboration-with-Israel-371872
en,http://www.jpost.com/Arab-Israeli-Conflict/Hamas-executes-11-more-Palestinians-suspected-of-collaboration-with-Israel-371952
en,http://www.jpost.com/Arab-Israeli-Conflict/2-Israeli-fatality-declared-after-earlier-mortar-attack-372438
en,http://www.jpost.com/Arab-Israeli-Conflict/Scale-of-Gaza-destruction-unprecedented-rehabilitation-will-cost-78-billion-PA-says-374460
en,http://www.jpost.com/Arab-Israeli-Conflict/Fatah-blasts-Hamas-over-crimes-during-Gaza-operation-372831
en,http://www.jpost.com/Arab-Israeli-Conflict/Fatah-members-killed-in-Gaza-during-war-Abbas-reveals-374661
en,http://www.jpost.com/Arab-Israeli-Conflict/Report-Palestinian-Authority-preventing-ICC-from-investigating-Israel-Hamas-for-war-crimes-375166
en,http://www.jpost.com/Arab-Israeli-Conflict/NGO-asks-ICC-to-indict-Hamas-leader-Khaled-Mashaal-on-war-crimes-charges-374302
en,http://www.jpost.com/Arab-Israeli-Conflict/Exclusive-Hamas-threatened-UNRWA-personnel-at-gun-point-during-Gaza-war-375051
en,http://www.jpost.com/Arab-Israeli-Conflict/Amnesty-slams-Israel-for-callous-indifference-to-civilian-casualties-in-Gaza-380797
en,http://www.jpost.com/Arab-Israeli-Conflict/German-MEP-EU-aid-could-fund-Hamas-terror-tunnels-381546
en,http://www.jpost.com/Arab-Israeli-Conflict/Half-of-names-of-Gaza-journalist-casualties-are-terror-operatives-or-members-of-Hamas-media-390871
en,http://www.jpost.com/Arab-Israeli-Conflict/Palestinian-sources-Gaza-cease-fire-to-be-announced-on-Tuesday-evening-372386
en,http://www.jpost.com/Arab-Israeli-Conflict/Netanyahu-Hamas-failed-achieved-nothing-except-sustaining-worst-blow-since-its-founding-372535
en,http://www.jpost.com/Breaking-News/Amnesty-International-condemns-Israels-illegal-land-grab-in-West-Bank-373104
en,http://www.jpost.com/Breaking-News/Palestinians-report-IDF-vehicles-enter-Gaza-open-fire-376743
en,http://www.jpost.com/Defense/Gaza-groups-pound-Israel-with-over-100-rockets
en,http://www.jpost.com/Defense/IAF-strike-kills-Hamas-military-chief-Jabari
en,http://www.jpost.com/Diaspora/US-Jewish-group-slams-Bernie-Sanders-for-misstatements-on-2014-Gaza-war-450507
en,http://www.jpost.com/Israel-News/Ex-generals-diplomats-absolve-Israel-of-Gaza-war-crimes-405888
en,http://www.jpost.com/LandedPages/PrintArticle.aspx?id=288686
en,http://www.jpost.com/Middle-East/Palestinian-Authority-says-Hamas-shot-Fatah-men-in-legs-during-Gaza-fighting-371568
en,http://www.jpost.com/National-News/Police-prepared-for-increased-attacks-in-east-Jerusalem-370809
en,http://www.jpost.com/Operation-Brothers-Keeper/In-extended-version-of-kidnapped-teens-call-to-police-murderers-heard-singing-in-celebration-361270
en,http://www.jpost.com/Operation-Brothers-Keeper/Large-number-of-IDF-forces-gather-north-of-Hebron-in-search-for-kidnapped-teens-361048
en,http://www.jpost.com/Operation-Protective-Edge/Videos-show-Lebanese-jihadi-group-active-in-Gaza-362355
en,http://www.jpost.com/Operation-Protective-Edge/Barrage-of-rockets-fired-from-Gaza-despite-Israels-acceptance-of-ceasefire-362839
en,http://www.jpost.com/Operation-Protective-Edge/Gaza-reporters-tweets-Hamas-using-human-shields-368689
en,http://www.jpost.com/Operation-Protective-Edge/EU-calls-on-Hamas-to-disarm-condemns-use-of-civilians-as-shields-368509
en,http://www.jpost.com/Operation-Protective-Edge/Liberman-to-Ban-Israel-outraged-over-UNRWA-turning-over-rockets-to-Hamas-368578
en,http://www.jpost.com/Operation-Protective-Edge/Did-UNRWA-commit-a-war-crime-by-handing-rockets-over-to-Hamas-368348
en,http://www.jpost.com/Operation-Protective-Edge/UNRWA-denies-giving-rockets-found-on-its-premises-to-Hamas-368358
en,http://www.jpost.com/Operation-Protective-Edge/10-Palestinians-killed-in-failed-Gazan-rocket-attack-IDF-says-369180
en,http://www.jpost.com/Operation-Protective-Edge/Syrian-made-M302-rocket-fired-by-Hamas-at-Hadera-362008
en,http://www.jpost.com/Operation-Protective-Edge/Report-Hamas-executes-alleged-spies-shoots-protesters-in-Gaza-369331
en,http://www.jpost.com/Operation-Protective-Edge/50-days-of-Israels-Gaza-operation-Protective-Edge-by-the-numbers-372574
en,http://www.jpost.com/Operation-Protective-Edge/Watch-Gazans-fire-rockets-from-school-and-cemetery-369063
en,http://www.jpost.com/Operation-Protective-Edge/Poll-865-percent-of-Israelis-oppose-cease-fire-369064
en,http://www.jpost.com/Operation-Protective-Edge/What-are-Hamass-conditions-for-a-cease-fire-363011
en,http://www.jpost.com/Operation-Protective-Edge/For-second-in-time-in-days-Gazan-rocket-hits-electricity-line-to-Gaza-362925
en,http://www.jpost.com/Opinion/Analysis-The-IDF-vs-subterranean-warfare-464229
en,http://www.jpost.com/Opinion/Op-Ed-Contributors/The-current-conflict-between-Israel-and-Hamas-shatters-myths-362327
en,http://www.jpost.com/Opinion/Op-Ed-Contributors/Hamas-says-Gaza-not-occupied-UN-disagrees
en,http://www.jpost.com/Pillar-of-Defense/Entire-Hamas-leadership-in-West-Bank-in-Israeli-custody-some-may-be-deported-359462
en,http://www.jspacenews.com/hamas-executions-palestinians-gaza/
en,http://www.jta.org/2014/07/24/default/ban-orders-review-following-allegations-unrwa-gave-rockets-back-to-hamas
en,http://www.jta.org/2014/07/28/news-opinion/israel-middle-east/report-hamas-planned-rosh-hashanah-attack-through-gaza-tunnels
en,http://www.jta.org/2014/07/29/news-opinion/politics/bills-condemning-hamas-on-human-shields-introduced-in-congress
en,http://www.latimes.com/world/middleeast/la-fg-israel-withdraws-troops-as-72-hour-gaza-truce-begins-20140805-story.html
en,http://www.liberation.fr/monde/2014/07/24/tu-dois-quitter-gaza-au-plus-vite-et-arreter-de-travailler_1069701
en,http://www.liveleak.com/view?i=7a6_1352564792
en,http://www.lrb.co.uk/2015/05/04/neve-gordon/the-day-after
en,http://www.lrb.co.uk/v36/n15/mouin-rabbani/israel-mows-the-lawn
en,http://www.lrb.co.uk/v36/n16/nathan-thrall/hamass-chances
en,http://www.maannews.com/Content.aspx?id=772843
en,http://www.maannews.com/eng/ViewDetails.aspx?id=752045
en,http://www.maannews.com/eng/ViewDetails.aspx?ID=760268
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=715014
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=711780
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=711104
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=721265
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=717447
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=722656
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=714851
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=719146
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=722484
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=726796
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=727024
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=710185
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=724086
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=713579
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=731192
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=748278
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=713640
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=206381
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=714820
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=710424
en,http://www.maannews.net/eng/ViewDetails.aspx?ID=751290
en,http://www.maannews.net/eng/viewdetails.aspx?id=716837
en,http://www.mag.idf.il/163-4314-en/patzar.aspx
en,http://www.mcclatchydc.com/2014/07/05/232436/for-family-of-suspect-in-killings.html
en,http://www.mdais.com/316/7004.htm
en,http://www.memri.org/report/en/0/0/0/0/0/0/8076.htm#_ednref1
en,http://www.memritv.org/clip/en/4437.htm
en,http://www.mezan.org/en/details.php?id=18497&ddname=IOF&id_dept=9&p=center
en,http://www.mfa.gov.il/NR/rdonlyres/FC985702-61C4-41C9-8B72-E3876FEF0ACA/0/GoldstoneReportInitialResponse240909.pdf
en,http://www.mfa.gov.il/mfa/pressroom/2012/pages/operation_pillar_of_defense-statements.aspx
en,http://www.middleeasteye.net/news/gazas-christians-and-muslims-grow-closer-defiance-israeli-attacks-372261379
en,http://www.middleeasteye.net/news/hamas-gains-credibility-fighting-force-analysts-say-371780262
en,http://www.middleeasteye.net/news/paris-meetings-press-long-term-gaza-truce-313308926
en,http://www.middleeastnews.net/index.php/sid/224972707
en,http://www.mobile.reuters.com/article/idUSKBN0G907R20140810?irpc=932
en,http://www.moi.gov.ps/en/Details.aspx?nid=68571
en,http://www.msn.com/en-us/news/world/gaza-rocket-hits-southern-israel-causing-no-damage-or-injuries-army/ar-BBckBaA
en,http://www.nbcnews.com/storyline/middle-east-unrest/strikes-near-gazas-shifa-hospital-refugee-camp-kill-least-10-n166571
en,http://www.nbcnews.com/storyline/middle-east-unrest/hamas-firing-china-designed-syria-made-m-302-rockets-israel-n152461
en,http://www.nbcnews.com/storyline/middle-east-unrest/hamas-drone-program-will-not-worry-israel-experts-say-n155341
en,http://www.nbcnews.com/storyline/middle-east-unrest/palestinians-survey-devastation-gaza-death-toll-tops-1-000-n165536
en,http://www.newstatesman.com/world-affairs/2014/07/jeremy-bowens-gaza-notebook-i-saw-no-evidence-hamas-using-palestinians-human
en,http://www.newsweek.com/amnesty-accuses-israel-war-crimes-damning-report-gaza-conflict-282475
en,http://www.newsweek.com/mysterious-case-gazas-al-shifa-hospital-262086
en,http://www.newsweek.com/united-nations-israel-responsible-deaths-gaza-schools-325668
en,http://www.newsweek.com/video-shows-gaza-residents-acting-human-shields-israeli-forces-258223
en,http://www.northernstar.com.au/news/hamas-using-human-shields-gazans-deny-claims/2325717/
en,http://www.nrg.co.il/online/1/ART2/600/825.html?hp=1&cat=875&loc=1
en,http://www.nybooks.com/articles/archives/2014/sep/25/failure-gaza
en,http://www.nybooks.com/articles/archives/2010/oct/14/our-man-palestine/
en,http://www.ochaopt.org/documents/humanitarian_Snapshot_23July2014_oPt_V1.pdf
en,http://www.ochaopt.org/documents/ocha_opt_protection_of_civilians_weekly_report_2014_7_04_english.pdf
en,http://www.ochaopt.org/documents/ocha_opt_protection_of_civilians_weekly_report_2014_9_13_english.pdf
en,http://www.ochaopt.org/documents/ocha_opt_sitrep_04_09_2014.pdf
en,http://www.ochaopt.org/documents/ocha_opt_the_humanitarian_monitor_2014_10_03_english.pdf
en,http://www.ochaopt.org/documents/ocha_opt_sitrep_04_08_2014.pdf
en,http://www.ochaopt.org/documents/ocha_opt_sitrep_05_08_2014.pdf
en,http://www.ochaopt.org/documents/ocha_opt_gaza_blockade_factsheet_june_2012_english.pdf
en,http://www.ochaopt.org/documents/ocha_opt_protection_of_civilians_weekly_report_2013_12_31_english.pdf
en,http://www.ohchr.org/Documents/HRBodies/HRCouncil/CoIGaza/A_HRC_CRP_4.doc
en,http://www.ohchr.org/Documents/HRBodies/HRCouncil/CoIGaza/A-HRC-29-52_en.doc
en,http://www.ottawacitizen.com/news/Israeli+airstrike+kills+militant+leader+Gaza+Strip+ground+campaign/10088097/story.html
en,http://www.pchrgaza.org/files/2014/annual%20English%202013.pdf
en,http://www.pchrgaza.org/portal/en/index.php?option=com_content&view=article&id=10491:statistics-victims-of-the-israeli-offensive-on-gaza-since-08-july-2014&catid=145:in-focus
en,http://www.pcpsr.org/en/special-gaza-war-poll
en,http://www.politico.com/story/2014/07/hamas-israel-ted-cruz-kirsten-gillibrand-109457.html
en,http://www.politico.com/story/2014/08/senate-approves-israel-aid-109642.html
en,http://www.pressgazette.co.uk/node/23028
en,http://www.presstv.ir/detail/2014/08/07/374390/palestinians-rally-in-support-of-hamas
en,http://www.pri.org/stories/2014-07-07/israel-arrests-right-wing-soccer-fans-revenge-murder-palestinian-boy
en,http://www.shabak.gov.il/English/EnTerrorData/Reports/Pages/2013AnnualSummary.aspx
en,http://www.shabak.gov.il/English/EnTerrorData/Reports/Pages/Report0114.aspx
en,http://www.slate.com/articles/news_and_politics/foreigners/2014/10/israeli_defense_minister_moshe_yaalon_on_hamas_isis_syria_and_iran.html
en,http://www.smh.com.au/it-pro/government-it/israeli-propaganda-war-hits-social-media-20140717-ztvky.html
en,http://www.smh.com.au/world/gaza-ceasefire-gives-pause-to-assess-destruction-20140806-100ubq.html#ixzz39lGgu1Ch
en,http://www.smh.com.au/world/gaza-team-defuses-live-bombs-and-shells-without-protective-suits-20140808-101qme.html
en,http://www.smh.com.au/world/thousands-of-gaza-civilians-flee-ignoring-hamas-advice-to-stay-20140714-zt6cs.html
en,http://www.spiegel.de/international/europe/survivors-recall-crime-of-malta-refugee-shipwreck-a-993031.html
en,http://www.spiegel.de/international/world/interview-with-former-israeli-security-chief-yuval-diskin-a-982094.html
en,http://www.technologyreview.com/view/528991/an-explanation-of-the-evidence-of-weaknesses-in-the-iron-dome-defense-system/
en,http://www.terrorism-info.org.il/Data/articles/Art_20695/E_134f_14_1598950107.pdf
en,http://www.terrorism-info.org.il/Data/articles/Art_20713/E_161_14_1392241240.pdf
en,http://www.terrorism-info.org.il/Data/articles/Art_20771/E_013_15_299752333.pdf
en,http://www.terrorism-info.org.il/Data/articles/Art_20774/E_020_15_614553775.pdf
en,http://www.terrorism-info.org.il/Data/articles/Art_20753/E_200_14_172393803.pdf
en,http://www.terrorism-info.org.il/Data/articles/Art_20709/E_154_14_403606512.pdf
en,http://www.terrorism-info.org.il/en/article/20669
en,http://www.theaustralian.com.au/opinion/trapped-in-gaza-how-hamas-punishes-reporters-for-the-truth/story-e6frg6zo-1227007768903
en,http://www.theblaze.com/stories/2014/07/24/hamas-calls-faas-48-hour-flight-ban-to-tel-aviv-a-great-victory
en,http://www.thedalleschronicle.com/news/2014/apr/23/gaza-official-israeli-airstrike-wounds-3
en,http://www.thewire.com/global/2014/07/hamas-rockets-found-in-second-united-nations-school/374874
en,http://www.thewire.com/global/2014/07/israel-thwarts-hamas-tunnel-attack-as-temporary-ceasefire-holds/374591
en,http://www.thewire.com/global/2014/08/two-dead-after-attack-in-jerusalem/375521/
en,http://www.timesofisrael.com/3-idf-soldiers-killed-in-booby-trapped-unrwa-clinic/
en,http://www.timesofisrael.com/abbas-calls-on-netanyahu-to-condemn-palestinian-deaths
en,http://www.timesofisrael.com/abbas-orders-investigation-into-hamas-coup-plot-revealed-by-israel
en,http://www.timesofisrael.com/as-gaza-death-tolls-climbs-press-increasingly-critical-of-israel
en,http://www.timesofisrael.com/as-israel-grapples-with-homegrown-killers-violence-continues
en,http://www.timesofisrael.com/bernie-sanders-accuses-netanyahu-of-overreacting-in-gaza-war/
en,http://www.timesofisrael.com/bodies-of-three-kidnapped-teens-found
en,http://www.timesofisrael.com/day-20-idf-toll-rises-to-42-hamas-breaches-truce-resumes-rocket-fire-kerry-heads-home/#liveblog-entry-1036480
en,http://www.timesofisrael.com/day-50-hamas-confirms-talk-of-new-truce-rockets-from-lebanon-fired-at-galilee-idf-hits-back/#ixzz3BVpRZLr5
en,http://www.timesofisrael.com/elderly-man-seriously-injured-in-rocket-hit-near-ashdod
en,http://www.timesofisrael.com/fatah-official-accuses-hamas-of-stealing-700m-from-gazans/
en,http://www.timesofisrael.com/gaza-archbishop-says-rockets-fired-from-church
en,http://www.timesofisrael.com/gaza-war-seen-rather-differently-in-us-uk-newspapers
en,http://www.timesofisrael.com/gazans-pelt-southern-israel-with-massive-rocket-barrage/
en,http://www.timesofisrael.com/hamas-admits-to-rocket-fire-from-residential-areas/
en,http://www.timesofisrael.com/hamas-terror-tunnel-found-running-from-gaza-to-israel
en,http://www.timesofisrael.com/hamas-threatening-journalists-in-gaza-who-expose-abuse-of-civilians/
en,http://www.timesofisrael.com/idf-releases-details-on-shejaiya-battle-in-which-7-soldiers-died/
en,http://www.timesofisrael.com/idf-targets-hospital-hamas-used-as-firing-position
en,http://www.timesofisrael.com/in-defiant-speech-mashaal-denies-ceasefire-close
en,http://www.timesofisrael.com/is-israels-operation-to-find-kidnapped-teens-a-war-crime
en,http://www.timesofisrael.com/islamic-jihad-121-of-our-fighters-killed-in-gaza/
en,http://www.timesofisrael.com/israel-arrests-suspected-ringleader-of-cell-that-nabbed-teens/
en,http://www.timesofisrael.com/israel-okays-1500-west-bank-homes-in-response-to-palestinian-unity/
en,http://www.timesofisrael.com/israel-pounds-dozens-of-gaza-targets-in-major-counteroffensive
en,http://www.timesofisrael.com/israel-rounds-up-senior-hamas-men-in-the-west-bank
en,http://www.timesofisrael.com/liveblog_entry/lod-psychologist-fired-for-joyful-post-on-soldier-deaths/
en,http://www.timesofisrael.com/long-conflict-wears-on-teen-psyche-14-year-study
en,http://www.timesofisrael.com/moderate-fatah-joins-hamas-and-islamic-jihad-in-missile-launches
en,http://www.timesofisrael.com/more-rockets-hit-israel-clouding-egyptian-mediated-ceasefire-efforts/
en,http://www.timesofisrael.com/name-abu-khdeir-suspect-released/
en,http://www.timesofisrael.com/name-protective-edge-doesnt-cut-it
en,http://www.timesofisrael.com/negev-bedouin-defenseless-as-man-killed-4-injured-by-gaza-rocket
en,http://www.timesofisrael.com/none-of-alleged-gaza-collaborators-were-israeli-assets-intel-official-says
en,http://www.timesofisrael.com/over-90-of-jewish-israelis-say-gaza-op-justified
en,http://www.timesofisrael.com/rockets-found-in-unrwa-school-for-third-time/
en,http://www.timesofisrael.com/sanders-tells-adl-he-knows-he-got-his-gaza-death-toll-number-wrong/
en,http://www.timesofisrael.com/soldiers-not-civilians-are-tunnel-infiltration-goals-says-senior-intelligence-source/
en,http://www.timesofisrael.com/three-islamic-jihad-operatives-killed-by-idf-fire-in-gaza/
en,http://www.timesofisrael.com/two-years-later-idf-officer-succumbs-to-wounds-from-gaza-war/
en,http://www.timesofisrael.com/un-agency-handed-rockets-back-to-hamas-israel-says
en,http://www.timesofisrael.com/un-gaza-probe-head-says-hes-not-anti-israel-will-be-impartial/
en,http://www.timesofisrael.com/un-report-tunnels-into-israel-legitimately-targeted-idf/
en,http://www.timesofisrael.com/waiting-to-transport-sick-drivers-at-gaza-crossing-come-under-attack/
en,http://www.timesofisrael.com/watchdog-demands-schabas-quit-un-gaza-inquiry-over-anti-israel-bias
en,http://www.timesunion.com/news/article/Attacks-on-Gaza-spurs-exodus-5711962.php
en,http://www.treasury.gov/press-center/press-releases/Pages/tg594.aspx
en,http://www.trust.org/item/20141027140556-cp35b
en,http://www.unesco.org/new/en/media-services/single-view/news/unesco_director_general_statement_regarding_abdullah_murtaja/#.VGi97DTF_zk
en,http://www.unitar.org/unosat/node/44/2041
en,http://www.unrwa.org/newsroom/emergency-reports/gaza-situation-report-56
en,http://www.unrwa.org/newsroom/press-releases/unrwa-condemns-placement-rockets-second-time-one-its-schools
en,http://www.unrwa.org/newsroom/press-releases/unrwa-strongly-condemns-placement-rockets-school
en,http://www.vanityfair.com/news/politics/2014/10/khalid-mishal-hamas-interview
en,http://www.vanityfair.com/online/daily/2014/07/gaza-shifa-hospital-bombing
en,http://www.vanityfair.com/politics/features/2008/04/gaza200804
en,http://www.washingtontimes.com/news/2014/aug/9/rockets-airstrikes-after-gaza-war-truce-collapses/?page=all
en,http://www.worldtribune.com/2014/07/23/un-acknowledges-facilities-gaza-used-store-hamas-rockets
en,http://www.worldtribune.com/2014/07/30/israel-says-10-percent-hamas-rockets-misfire-fall-gaza-strip
en,http://www.worldtribune.com/2014/07/30/israel-says-10-percent-hamas-rockets-misfire-fall-gaza-strip/
en,http://www.worldtribune.com/2014/07/31/sources-hamas-quickly-puts-dissent-gaza-kills-palestinian-protesters
en,http://www.worldtribune.com/2014/12/22/hamas-said-using-cement-steel-un-aid-repair-attack-tunnels/
en,"http://www.ynet.co.il/articles/0,7340,L-4553298,00.html"
en,"http://www.ynet.co.il/home/0,7340,L-11584,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4553654,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4553643,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4557775,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4562519,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4563980,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4564678,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4565455,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4566940,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4564025,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4555631,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4569655,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4538037,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4538120,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4538739,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4545029,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4572995,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4573130,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4618203,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4622206,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4695315,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4562328,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4539146,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4605408,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4497657,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4531266,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4532764,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4536378,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4532020,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-4975170,00.html"
en,"http://www.ynetnews.com/articles/0,7340,L-3558676,00.html"
en,http://www.yourjewishnews.com/2014/09/14-n34387.html
en,http://www2.ohchr.org/english/bodies/hrcouncil/docs/12session/A-HRC-12-48.pdf
en,https://aoav.org.uk/wp-content/uploads/2015/03/AOAV-Under-Fire-Israels-artillery-policies-scrutinised.pdf
en,https://archive.is/20150220080819/https://www.veooz.com/news/LHX3epa.html
en,https://archive.is/20150527024539/https://www.amnesty.org/press-releases/2015/05/gaza-palestinians-tortured-summarily-killed-by-hamas-forces-during-2014-conflict/
en,https://books.google.es/books?id=_2r8CQAAQBAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=onepage&q=guardian&f=false
en,https://d-nb.info/gnd/1059754894
en,https://docs.google.com/spreadsheets/d/1AqLhz84lMCcvopizH52MPKb8gsbLEuBF7U2rk51tFXw
en,https://en.idi.org.il/press-releases/12789
en,https://newrepublic.com/article/118630/israel-palestine-murders-cause-criss-will-john-kerry-step
en,https://news.yahoo.com/gaza-dispute-over-civilian-vs-combatant-deaths-181755421.html
en,https://news.yahoo.com/gaza-mortar-fire-kills-child-southern-israel-army-155659460.html
en,https://news.yahoo.com/hamas-leader--don-t-compare-us-to-isil-193125056.html
en,https://news.yahoo.com/in-personal-plea--top-hamas-leader-calls-on-obama-to-stop--holocaust--in-gaza-180315615.html
en,https://news.yahoo.com/israel-vows-destroy-hamas-tunnels-deaths-spike-214755183.html
en,https://news.yahoo.com/palestinian-suspect-held-over-kidnap-murders-3-israelis-232132557.html
en,https://news.yahoo.com/video/tensions-rise-israel-following-murder-225301495.html
en,https://nypost.com/2014/06/20/israeli-troops-and-palestinians-clash-again-1-dead-3-wounded/
en,https://nypost.com/2014/08/05/hamas-manual-details-civilian-death-plan-israel/
en,https://web.archive.org/web/20120116231842/http://www.mag.idf.il/163-4314-en/patzar.aspx
en,https://web.archive.org/web/20131001094449/http://www.mfa.gov.il/NR/rdonlyres/FC985702-61C4-41C9-8B72-E3876FEF0ACA/0/GoldstoneReportInitialResponse240909.pdf
en,https://web.archive.org/web/20131014153810/http://www.middleeastmonitor.com/blogs/lifestyle/7813-israel-tightens-its-blockade-of-gaza-for-security-reasons
en,https://web.archive.org/web/20140113225039/http://www.ochaopt.org/documents/ocha_opt_protection_of_civilians_weekly_report_2013_12_31_english.pdf
en,https://web.archive.org/web/20140301205413/https://www.google.com/hostednews/afp/article/ALeqM5jRUtS7PreKQztfBnueg5yNep0ROg?docId=CNG.eceda380b55ad442c0c0b524c5263e34.61
en,https://web.archive.org/web/20140703150926/http://www.nytimes.com/2014/07/03/world/middleeast/israel.html
en,https://web.archive.org/web/20140713032413/http://www.globes.co.il/en/article-operation-protective-edge-to-cost-nis-85b-1000953306
en,https://web.archive.org/web/20140714190919/http://www.dailynewsegypt.com/2014/07/03/murder-palestinian-teen-abu-khudeir-condemned/
en,https://web.archive.org/web/20140722134744/http://www.nytimes.com/2014/07/23/world/middleeast/israel-gaza-conflict.html
en,https://web.archive.org/web/20140724041900/http://forward.com/articles/201764/how-politics-and-lies-triggered-an-unintended-war/?p=all
en,https://web.archive.org/web/20140724141904/http://pflp.ps/english/2014/07/15/pflp-proposal-for-calm-seeks-new-chains-on-the-resistance/
en,https://web.archive.org/web/20140725001908/http://blogs.channel4.com/factcheck/factcheck-hamas-civilians-human-shields/18534
en,https://web.archive.org/web/20140725012047/http://www.independent.co.uk/news/world/middle-east/israelgaza-conflict-the-myth-of-hamass-human-shield-9619810.html
en,https://web.archive.org/web/20140726004755/http://www.worldtribune.com/2014/07/23/un-acknowledges-facilities-gaza-used-store-hamas-rockets
en,https://web.archive.org/web/20140726042056/http://news.xinhuanet.com/english/world/2014-07/23/c_133505712.htm
en,https://web.archive.org/web/20140727092706/http://america.aljazeera.com/articles/2014/7/23/gaza-undergroundhamastunnels.html
en,https://web.archive.org/web/20140727185225/http://www.amnesty.org/en/library/asset/MDE15/017/2014/en/5b79b682-8d41-4751-9cbc-a0465f6433c3/mde150172014en.html
en,https://web.archive.org/web/20140729094923/http://blogs.forward.com/jj-goldberg/202874/gaza-tunnels-how-they-work-what-israel-knew/
en,https://web.archive.org/web/20140729144555/http://www.nytimes.com/2014/07/29/world/middleeast/tunnels-lead-right-to-heart-of-israeli-fear.html
en,https://web.archive.org/web/20140730091435/http://www.jta.org/2014/07/28/news-opinion/israel-middle-east/report-hamas-planned-rosh-hashanah-attack-through-gaza-tunnels
en,https://web.archive.org/web/20140730092243/http://www.nrg.co.il/online/1/ART2/600/825.html?hp=1&cat=875&loc=1
